l0 kb T theta_s kappa costheta Tr costheta_se
1.0 1.0 0.075 0.4510268117962624 600.0 0.9499437066929116 0.07500000000000143 2.9259504795505837e-05
1.0 1.0 0.1 0.4510268117962624 600.0 0.9490677000000004 0.09999999999999896 4.813007281584607e-05
1.0 1.0 0.15 0.4510268117962624 600.0 0.9263420888223565 0.15000000000000283 0.00017990857988864188
1.0 1.0 0.2 0.4510268117962624 600.0 0.8362612531293462 0.20000000000000054 0.0004309160994935439
1.0 1.0 0.25 0.4510268117962624 600.0 0.6913894532710281 0.25 0.0006472195126783629
1.0 1.0 0.3 0.4510268117962624 600.0 0.5451642407185623 0.30000000000000454 0.0006715408710200432
1.0 1.0 0.4 0.4510268117962624 600.0 0.34110429227941164 0.4000000000000037 0.0009390431145458388
1.0 1.0 0.6 0.4510268117962624 600.0 0.16845950142857163 0.6000000000000064 0.0007889740320204029
1.0 1.0 0.75 0.4510268117962624 600.0 0.11632702992125984 0.75 0.0006992935586780079
1.0 1.0 1.0 0.4510268117962624 600.0 0.07431201683673469 1.0 0.0009580737448859746
1.0 1.0 1.5 0.4510268117962624 600.0 0.0425740096604027 1.5 0.0006838374631157087
1.0 1.0 3.0 0.4510268117962624 600.0 0.019157799944399503 3.0 0.0007092500214606793
1.0 2.0 0.01 0.4510268117962624 600.0 0.9499943524881534 0.004999999999999952 2.1965431172401023e-05
1.0 2.0 0.02 0.4510268117962624 600.0 0.9499965326991678 0.0099999999999999 2.191257333217281e-05
1.0 2.0 0.03 0.4510268117962624 600.0 0.9499818279761899 0.015000000000000343 2.2803051838495205e-05
1.0 2.0 0.04 0.4510268117962624 600.0 0.9500227616487454 0.019999999999999782 2.3674166219122665e-05
1.0 2.0 0.05 0.4510268117962624 600.0 0.9500101756594721 0.02499999999999922 2.2375400156285665e-05
1.0 2.0 0.075 0.4510268117962624 600.0 0.9499893469387756 0.03750000000000088 2.5433372508842063e-05
1.0 2.0 0.1 0.4510268117962624 600.0 0.9499892024793378 0.04999999999999893 2.4884603669329227e-05
1.0 2.0 0.15 0.4510268117962624 600.0 0.9499833246951225 0.07500000000000175 2.477895233760208e-05
1.0 2.0 0.2 0.4510268117962624 600.0 0.9492055789909031 0.09999999999999785 3.935409963667688e-05
1.0 2.0 0.25 0.4510268117962624 600.0 0.9435903032786865 0.125 9.124586276256869e-05
1.0 2.0 0.3 0.4510268117962624 600.0 0.9264360604437645 0.1500000000000035 0.00015266699154824076
