lambda Temp r2g
1.12 1.4251248034493516 83.47195255694425
1.12 1.4361051162755993 83.53916917019868
1.12 1.4520462337027442 83.8085773276629
1.12 1.4633822586808718 84.01120345780964
1.12 1.4782577728944104 84.01120345780964
1.12 1.4839238688309317 83.9436070401297
1.12 1.492429529014358 84.41792658558694
1.12 1.5062486394664942 84.96328872898964
1.12 1.5158153031374253 85.30592774379389
1.12 1.536006567482724 85.58103357788957
1.12 1.5487531751321004 85.23728957549008
1.12 1.5639821016344682 85.16870663427625
1.12 1.5763783634790838 85.16870663427625
1.12 1.5908989321617586 85.10017887571604
1.12 1.6068362164838184 85.0317062554088
1.12 1.6227773339109635 85.30592774379389
1.12 1.638719984580142 85.71891901545594
1.12 1.6521849161224318 86.27268591420867
1.12 1.669189336900132 86.62060545155668
1.12 1.6812329530769352 86.76016581424005
1.12 1.697173303883063 86.96992807498219
1.12 1.7106328690782338 87.03996146753036
1.12 1.7308203003184475 86.96992807498219
1.12 1.7393205941547554 86.96992807498219
1.12 1.7442790988926014 86.96992807498219
1.12 1.7552632448239338 87.39097526527729
1.12 1.7644726631009506 87.46134771022909
1.12 1.7750980303963355 87.46134771022909
1.12 1.7885583622125232 87.6022626500819
1.12 1.8020179274076944 87.67280523628469
1.12 1.8303522401953862 87.67280523628469
1.12 1.8420401442203094 87.67280523628469
1.12 1.8569156584338478 87.67280523628469
1.12 1.8682493835489247 87.67280523628469
1.12 1.8845423800228644 87.74340462760094
1.12 1.8976477663081894 87.8140608697735
1.12 1.910753152593514 87.88477400858211
1.12 1.9224464229655558 88.38136293929644
1.12 1.9373234704211284 88.52376017840551
1.12 1.9497243319918454 88.95232993030116
1.12 1.9610580571069223 88.95232993030116
1.12 1.9727467277528627 89.02395967149988
1.12 1.9840812194889565 89.09564709325433
1.12 1.9939982289646485 89.09564709325433
1.04 0.058722308736267714 5.462011457526513
1.04 0.11091818974313272 5.462011457526513
1.04 0.16312013982134643 5.496928694022124
1.04 0.26751610349985644 5.521232840096582
1.04 0.31971198450672134 5.521232840096582
1.04 0.3719186031013575 5.583832761916269
1.04 0.4170336285377475 5.803594293232233
1.04 0.4281105318632549 30.70802729338081
1.04 0.4275411907238451 16.890105347170135
1.04 0.4307887118983228 42.32761058845717
1.04 0.4306385023824383 36.15165749740353
1.04 0.4303195960256372 25.864668414256535
1.04 0.42970643307874423 13.586406717721824
1.04 0.42836712908754104 9.018478944979332
1.04 0.42814219996631897 7.121403872920989
1.04 0.4325668330906317 22.676120486068264
1.04 0.4324538549932142 20.139595494319067
1.04 0.43195058892290006 11.873025905895721
1.04 0.43183761082548267 10.544922760717387
1.04 0.44517073811009733 49.380802150566375
1.04 0.4642910828454535 57.201741729139954
1.04 0.5023943000692532 66.4391599923979
1.04 0.554693355289049 74.04088036982117
1.04 0.6069452584929804 78.52676306749728
1.04 0.6591780207795808 81.62732404474053
1.04 0.7113967775169145 83.61166898332891
1.04 0.7636136668476796 85.47649161450774
1.04 0.8158328904366556 87.5973374145566
1.04 0.868027837740236 87.51150181271299
1.04 0.9202391248512942 88.93860647774636
1.04 0.9724378069680126 89.20056938565264
1.04 1.024649094079071 90.65521872953359
1.04 1.076850110454 91.14535439694282
1.04 1.129045991460865 91.14535439694282
1.04 1.18124187246773 91.14535439694282
1.04 1.233437753474595 91.14535439694282
1.04 1.28563363448146 91.14535439694282
1.04 1.3378313828948938 91.32424181250158
1.04 1.3900347335280343 92.04330932552034
1.04 1.4422315482381838 92.13358994792975
1.04 1.4944274292450488 92.13358994792975
1.04 1.5466326472847585 93.04128087445775
1.04 1.5988294619949075 93.1325403566371
1.04 1.651023475595204 92.95011081637296
1.04 1.7032114201241506 92.17876346059248
1.04 1.7554110359441535 92.54094983071192
1.04 1.8076027152862384 92.13358994792975
1.04 1.8597985962931034 92.13358994792975
1.04 1.9119949441516106 92.17876346059248
1.04 1.9641940931199713 92.4955988234727
1.04 1.9926711095921612 93.1325403566371
1.04 0.9000077367087285 88.6852411524904
1.04 0.5999801365862742 77.82053026235548
1.04 0.5000389212517697 65.55948418354059
1.04 0.22197489988957098 5.512392317966983
1.04 0.35003134456396046 5.573355067159366
